Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Management Data Integration Access,917,3240
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Content Repository Management,Content Management Authoring Support,920,3243
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Content Repository Management,Content Management Data Compilation,921,3244
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Content Repository Management,Content Management Data Acquisition Integration,922,3245
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Content Repository Management,Content Management Data Access,925,3248
Shared Domain,Operations Readiness & Support,Privacy Management,Privacy Control,Record Retention Management,945,3267
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Project Management,Project Planning,Project Planning,947,3269
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Project Management,Project Repository Management,Project Follow-up Management,948,3270
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Project Management,Project Repository Management,Project Reporting,949,3271
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Entity Management Notification,992,3329
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Entity Management Reporting,993,3330
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Storage Management,1010,3351
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Structure Definition,Data Store Content Structure Configuration,1011,3352
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Entity Lifecycle Management,1013,3354
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Entity Access,1014,3355
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Entity Archiving,1015,3356
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Management Interface Access,1016,3357
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Distribution,1017,3358
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Distribution Configuration,1018,3359
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Structure Definition,Data Compliance and Policy Configuration,1019,3360
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Structure Definition,Data Compliance and Policy Distribution,1020,3361
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Compliance and Policy Management Access,1021,3362
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Transformation,1022,3363
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Formatting,1023,3364
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Transformation and Formatting Configuration,1024,3365
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Identification and Authentication,Application Access,1025,3366
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Environment Creator,1398,4047
Shared Domain,Fulfillment,Fallout Management,Fallout Correction Management,Fallout Rule Based Error Correction,756,4081
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Role and Permission Assignment / Configuration,Party Role Assignment,1181,4107
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Role and Permission Assignment / Configuration,Permission Perimeter Configuration,1182,4108
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Rules Management,Business Rules Creation,1329,2120
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Rules Management,Business Rules Storage,1330,2121
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Rules Management,Business Rules Version Control,1331,2122
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Rules Management,Business Rules Translation to Execution,1332,2123
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Process Management,Business Process Storage,1333,2124
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Process Management,Business Process Simulation,1334,2125
Integration Domain,Operations Readiness & Support,API Implementation Management,API Implementation Information Management,API Implementation Metadata Management,1335,2126
Integration Domain,Operations Readiness & Support,API Implementation Management,API Implementation Information Management,API Implementation Operational Information Management,1336,2127
Integration Domain,Fulfillment,Fulfillment Integration Management,Customer Fulfillment Access Management,Customer Order Capturing Access,176,2397
Integration Domain,Fulfillment,Fulfillment Integration Management,Resource Fullfilment Access Management,External Access Equipment Management,267,2488
Integration Domain,Fulfillment,Fulfillment Integration Management,Customer Fulfillment Access Management,Guided Eligible Product Selection,268,2489
Integration Domain,Assurance,Assurance Integration Management,Customer Assurance Access Management,Fulfillment and SLA Report Access,276,2497
Integration Domain,Business Value Development,Lifecycle Integration Management,Product Lifecycle Acces,External Product Information Exposure,368,2589
Integration Domain,Fulfillment,Fulfillment Integration Management,Customer Fulfillment Access Management,External Sales Functions Accessing,377,2598
Integration Domain,Fulfillment,Fulfillment Integration Management,Customer Fulfillment Access Management,Sales Tools Accessing,378,2599
Integration Domain,Fulfillment,Fulfillment Integration Management,Service Fulfillment Access Management,Service Order Exposure,597,2816
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Process Implementation,BPM Workflow Sequencing,674,2917
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Process Development,Business Process Designing,675,2918
Integration Domain,Operations Readiness & Support,"Business Requirements, Process & Rules Management",Business Process Implementation,Business Process Management Activity Monitoring,676,2919
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Lifecycle Management Access Control,669,2920
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Gateway Caching,677,2921
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Gateway Routing,679,2923
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Gateway Event Routing,681,2925
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Lifecycle Monitoring,685,2928
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Development,API Catalog Management,686,2929
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Development,API Operation Configuration,688,2930
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Development,API Developers Interaction,689,2931
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Gateway Protocol Data Transformation,678,3310
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Authentication,680,3311
Integration Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",API Management,API Gateway Management,API Gateway Diagnosis,682,3312
